,N° de contrat,Société,Nombre de clients non agrégés,Nombre de clients agrégés,Total des clients,Nombre de prospects non agrégés,Nombre de prospects agrégés,Total des prospects,Total des clients et prospects non agrégés,Total des clients et prospects agrégés,Total des clients et prospects,Signature@ - Accès,Signature@ - Nombre signé,GED - Accès,GED - Nombre d'unités utilisées,Nombre de comptes agrégés,Nombre de supports agrégés,Encours agrégé en €,Nombre de connexion,Temps de connexion (H),Nombre de connexion (3 mois),Temps de connexion (H) (3 mois),Nombre de connexion (6 mois),Temps de connexion (H) (6 mois),Nombre de connexion (année),Temps de connexion (H) (année),Type de contrat,Elearning 1,Encours (Assurances - Fonds Euro),Encours (Assurances - hors Fonds Euro),Encours (Produits hors assurances),Date,MoneyPitch - Accès,MoneyPitch - Nombre client connectés,MoneyPitch - Nombre d'accès MoneyPitch ouvert,Facturable à l'encours,Salesforce,Total des emails expédiés aux contacts agrégés,Total des emails expédiés aux contacts non agrégés,Taux de complétude moyens,Profils V2,Profils V3,Nombre de projets/parcours,Mise à jour RIC,Conformité contacts,Conformité comptes,Personnes morales,MoneyPitch - Nombre d'accès,MoneyPitch - Nombre de comptes agrégés,MoneyPitch - Encours comptes courants,MoneyPitch - Encours livrets,MoneyPitch - Encours Compte titres,MoneyPitch - Encours assurance,MoneyPitch - Encours epargne salariale,MoneyPitch - Nombre consultation,MoneyPitch - MoneyPitch à facturer,MoneyPitch - Nombre d'accès avec agrégation de comptes,Consultation tuto O2S,O2S - Nombre d'accès (hors administrateur),MoneyPitch - Accès - MP,MoneyPitch - Nombre client connectés - MP,MoneyPitch - Nombre d'accès MoneyPitch ouvert - MP,MoneyPitch - Nombre d'accès MoneyPitch ouvert sans agrégation - MP,MoneyPitch - Nombre d'accès MoneyPitch ouvert avec agrégation - MP,MoneyPitch - MoneyPitch à facturer - MP sans agrégation,MoneyPitch - MoneyPitch à facturer - MP avec agrégation,Segmentation,O2S - Nombre d'accès gratuit,Signature@ - Nombre de signature gratuite,GED - Nombre d'unité gratuite,Signature@ - Nombre de signatures à facturer,TOTAL SE périodes gratuites,MoneyPitch - MoneyPitch gratuit - MP sans agrégation,MoneyPitch - MoneyPitch gratuit - MP avec agrégation,MoneyPitch - Accès gratuits résiliés,MoneyPitch - Accès résiliés - MP Premium,Churner,Signature@ - Nombre de signature - A facturer ,MoneyPitch - Nombre client connectés - MP Premium,Nombre d'accès MoneyPitch Premium ouverts,Nombre d'accès MoneyPitch Premium ouverts sans agrégation,Nombre d'accès MoneyPitch Premium ouverts avec agrégation,MoneyPitch - MoneyPitch à facturer - MP Premium sans agrégation,MoneyPitch - MoneyPitch gratuit - MP Premium sans agrégation,MoneyPitch - MoneyPitch à facturer - MP Premium avec agrégation,MoneyPitch - MoneyPitch gratuit - MP Premium avec agrégation,MoneyPitch - Accès - MoneyPitch,MoneyPitch - Nombre client connectés - MoneyPitch,Nombre d'accès MoneyPitch ouverts,MoneyPitch - MoneyPitch à facturer - MoneyPitch,MoneyPitch - Accès résiliés - MoneyPitch,MoneyPitch - Accès - MoneyPitch Starter,MoneyPitch - Nombre client connectés - MoneyPitch Starter,MoneyPitch - Nombre d'accès MoneyPitch ouvert - MoneyPitch Starter,MoneyPitch - MoneyPitch à facturer - MoneyPitch Starter,Nombre d'accès MoneyPitch Starter ouverts sur le mois (Flux),MoneyPitch Starter ouverts (stock),Accès convertis en MoneyPitch - MoneyPitch Starter,Accès convertis en Premium - MoneyPitch Starter,Projets suivis,Projet (autre statut),Nombre de parcours projet créés sur le mois (Flux),Projet (parcours en cours de création),Projet (parcours en cours de traitement),Projet (parcours suivi),Projet (parcours archivé),Projet (parcours fermé),Encours agrégé calcul cumul,Société : Nom de la société,Société : Employés,Société : Type de marché,Code client,Société : Commercial en charge de la société,Statut,Date de signature,Société : ID de la société,Date de résiliation,Date d'effet résiliation,Motif de résiliation,Société + N° Contrat,Taux de conformité des contacts en %,Taux de conformité des comptes en %,Temps moyen par connexion (H),jours_ouvrés,O2S - Nombre d'accès total,Temps de connexion moyen par jour ouvré et par utilisateur (H),Nombre de connexion moyenne par jour ouvré par utilisateur,Nombre de connexions moyennes par semaine par utilisateur,Nombre de projets par jour ouvré et par utilisateur,Nombre de projets suivis par contacts agrégés,Nombre de projets suivis par utilisateur,Encours moyen par clients agrégés et prospects agrégés,Nombre de clients agrégés et non agrégés par utilisateur,Nombre de signatures à facturer par jour ouvré et par utilisateur,Ratio nombre de profils (V2 et V3) par rapport aux nombres de clients agrégés et non agrégés,Nombre de profils par utilisateur,Profils V2 + V3,Proportion des contacts agrégés,Nombre de comptes par contact agrégé,Nombre de supports par compte,Part des contacts agrégés avec profils,Contacts par utilisateur,Total de l'encours MoneyPitch en €,Taux d'utilisation MoneyPitch Premium en %,Taux d'utilisation MoneyPitch en %,Nombre de MoneyPitch ouverts Premium + Normal,Taux d'utilisation de l'ensemble des MoneyPitch en %,Total des clients connectés MoneyPitch,Taux d'équipement MoneyPitch (en %),Taux de clients MoneyPitch actifs (en %),Encours moyen MP,Nombre d'accès MoneyPitch gratuits (TTL),Nombre d'accès MoneyPitch Premium  gratuits (PM),Nombre d'accès MoneyPitch Standard gratuits (STD),Utilise MoneyPitch,Utilisation O2S,Cabinets n'utilisant pas O2S,Entrant/Sortant - N0 / N1,Entrant ou Sortant - N0 / N1,Entité niveau 1,Entité niveau 2
20414,CT0013258,DEGROOF PETERCAM FRANCE SA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Illimité,,,0.0,0.0,0.0,0.0,3.0,0.9875,3.0,0.9875,3.0,0.9875,3.0,0.9875,,0.0,0.0,0.0,0.0,2022-02,,,,Oui,8725.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,2.0,Illimité,,,,,,,Banque Privée,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Illimité,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,BANQUE DEGROOF PETERCAM FRANCE S.A,1 à 10,STRATEGIC MARKET,8725.0,Aïcha CHOUKRI,Actif,2021-07,0015800000AXMfA,,,,BANQUE DEGROOF PETERCAM FRANCE S.A / CT0013258,,,0.3291666666666666,20.0,3.0,0.0164583333333333,0.0499999999999999,0.2304147465437788,,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,Utilise O2S,0,,,Pas de groupement défini,Pas de groupement défini
20415,CT0013258,DEGROOF PETERCAM FRANCE SA,3213.0,1677.0,4890.0,490.0,0.0,490.0,3703.0,1677.0,5380.0,Illimité,,,79.99104446452111,3141.0,21291.0,1500664462.379999,447.0,945.6525,450.0,946.64,450.0,946.64,450.0,946.64,,0.0,226620842.4300001,437546823.1299989,836496796.8199996,2022-03,,,,Oui,8725.0,2.0,0.0,41.636565,0.0,1241.0,1.0,0.0,686.0,886.0,164.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,67.0,Illimité,,,,,,,Banque Privée,0.0,0.0,0.0,1.0,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Illimité,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,,,,,,1500664462.3799987,BANQUE DEGROOF PETERCAM FRANCE S.A,1 à 10,STRATEGIC MARKET,8725.0,Aïcha CHOUKRI,Actif,2021-07,0015800000AXMfA,,,,BANQUE DEGROOF PETERCAM FRANCE S.A / CT0013258,14.028629856850715,28.207577204711875,2.115553691275168,23.0,68.0,0.6046371483375959,0.2858056265984655,1.51463811330984,,,,894850.6036851514,71.91176470588235,0.0006393861892583,0.2537832310838446,18.25,1241.0,0.3117100371747212,1.8729874776386404,6.778414517669532,0.7400119260584377,79.11764705882354,0.0,,,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,Utilise O2S,0,,,Pas de groupement défini,Pas de groupement défini
20416,CT0013258,DEGROOF PETERCAM WEALTH MANAGEMENT,3222.0,1679.0,4901.0,380.0,0.0,380.0,3602.0,1679.0,5281.0,Illimité,,,80.30501584336162,3151.0,20508.0,1445225969.870002,784.0,1743.975277777778,1234.0,2690.615277777778,1234.0,2690.615277777778,1234.0,2690.615277777778,,0.0,224344095.3899999,486668315.6700048,734213558.8099973,2022-04,,,,Oui,8725.0,30.0,0.0,40.382248,0.0,1256.0,38.0,0.0,682.0,956.0,164.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,57.0,Illimité,,,,,,,Banque Privée,0.0,0.0,0.0,12.0,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Illimité,0.0,0.0,0.0,0.0,Aucun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,3.0,,,,,,,1445225969.870002,BANQUE DEGROOF PETERCAM FRANCE S.A,1 à 10,STRATEGIC MARKET,8725.0,Aïcha CHOUKRI,Actif,2021-07,0015800000AXMfA,,,,BANQUE DEGROOF PETERCAM FRANCE S.A / CT0013258,13.915527443378902,30.339574738178356,2.224458262471656,20.0,58.0,1.503426963601533,0.6758620689655173,3.1145717463848723,0.0301724137931034,0.0208457415128052,0.603448275862069,860765.9141572376,84.5,0.0103448275862068,0.2562742297490308,21.655172413793103,1256.0,0.3179322098087483,1.8767123287671232,6.508410028562361,0.7480643240023823,91.05172413793105,0.0,,,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,Utilise O2S,0,,,Pas de groupement défini,Pas de groupement défini
20417,CT0013258,DEGROOF PETERCAM WEALTH MANAGEMENT,3194.0,1708.0,4902.0,383.0,0.0,383.0,3577.0,1708.0,5285.0,Illimité,,,88.55360403563827,3272.0,20798.0,1359850309.709998,743.0,1661.835555555556,1968.0,4511.493333333333,1977.0,4513.021666666667,1977.0,4513.021666666667,,0.0,220618045.34,405904324.9300007,733327939.4399997,2022-05,,,,Oui,8725.0,22.0,7.0,40.402378,0.0,1279.0,79.0,1.0,674.0,992.0,175.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,40.0,Illimité,,,,,,,Banque Privée,0.0,0.0,0.0,12.0,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Illimité,0.0,0.0,0.0,0.0,Illimité,0.0,1.0,1.0,1.0,1.0,0.0,0.0,74.0,5.0,42.0,,,,,,1359850309.7100005,BANQUE DEGROOF PETERCAM FRANCE S.A,1 à 10,STRATEGIC MARKET,8725.0,Aïcha CHOUKRI,Actif,2021-07,0015800000AXMfA,,,,BANQUE DEGROOF PETERCAM FRANCE S.A / CT0013258,13.749490004079966,30.317848410757943,2.236656198594288,21.0,41.0,1.9301225964640605,0.8629500580720093,4.175564797122625,0.0859465737514518,0.0433255269320843,1.804878048780488,796165.2867154555,119.5609756097561,0.0139372822299651,0.2609139126886985,31.195121951219512,1279.0,0.3231788079470198,1.9156908665105383,6.356356968215159,0.7488290398126464,128.90243902439025,0.0,,,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,Utilise O2S,0,,,Pas de groupement défini,Pas de groupement défini
20418,CT0013258,DEGROOF PETERCAM WEALTH MANAGEMENT,3202.0,1712.0,4914.0,386.0,0.0,386.0,3588.0,1712.0,5300.0,Illimité,,,89.08393877837807,3274.0,20257.0,1296233048.450001,698.0,1510.291666666667,2296.0,5175.568888888889,2675.0,6023.313333333334,2675.0,6023.313333333334,,0.0,220838600.11,396697575.7600002,678696872.5799983,2022-06,,,,Oui,8725.0,20.0,4.0,40.564212,0.0,1280.0,105.0,1.0,614.0,1486.0,175.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,40.0,Illimité,,,,,,,Banque Privée,0.0,0.0,0.0,10.0,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Illimité,0.0,0.0,0.0,0.0,Aucun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,8.0,31.0,,,,,,1296233048.4499984,BANQUE DEGROOF PETERCAM FRANCE S.A,1 à 10,STRATEGIC MARKET,8725.0,Aïcha CHOUKRI,Actif,2021-07,0015800000AXMfA,,,,BANQUE DEGROOF PETERCAM FRANCE S.A / CT0013258,12.494912494912496,45.38790470372633,2.163741642788921,22.0,41.0,1.6743810051736885,0.7738359201773836,3.922670563111162,0.1075388026607538,0.0566588785046729,2.365853658536585,757145.4722254679,119.85365853658536,0.0110864745011086,0.2604802604802604,31.21951219512195,1280.0,0.3230188679245283,1.9123831775700932,6.187232742822236,0.7476635514018691,129.26829268292684,0.0,,,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,Utilise O2S,0,,,Pas de groupement défini,Pas de groupement défini
20419,CT0013258,DEGROOF PETERCAM WEALTH MANAGEMENT,3117.0,1712.0,4829.0,383.0,0.0,383.0,3500.0,1712.0,5212.0,Illimité,,,89.50081647001207,3277.0,20092.0,1315263892.480001,590.0,1505.988611111111,2031.0,4678.115833333333,3265.0,7529.301944444444,3265.0,7529.301944444444,,0.0,219155726.19,409554128.5599994,686554037.7300003,2022-07,,,,Oui,8725.0,23.0,7.0,40.219154,0.0,1281.0,136.0,1.0,544.0,1488.0,174.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,37.0,Illimité,,,,,,,Banque Privée,0.0,0.0,0.0,12.0,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Illimité,0.0,0.0,0.0,0.0,Aucun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,10.0,31.0,,,,,,1315263892.4799995,BANQUE DEGROOF PETERCAM FRANCE S.A,1 à 10,STRATEGIC MARKET,8725.0,Aïcha CHOUKRI,Actif,2021-07,0015800000AXMfA,,,,BANQUE DEGROOF PETERCAM FRANCE S.A / CT0013258,11.265272313108303,45.40738480317364,2.552523069679849,20.0,38.0,1.981563961988304,0.7763157894736842,3.57749211739025,0.1657894736842105,0.0735981308411214,3.3157894736842106,768261.6194392529,127.07894736842104,0.0157894736842105,0.265272313108304,33.71052631578947,1281.0,0.328472755180353,1.9141355140186915,6.1312175770521815,0.7482476635514018,137.1578947368421,0.0,,,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,Utilise O2S,0,,,Pas de groupement défini,Pas de groupement défini
20420,CT0013258,DEGROOF PETERCAM WEALTH MANAGEMENT,3113.0,1731.0,4844.0,386.0,0.0,386.0,3499.0,1731.0,5230.0,Illimité,,,89.65333961881697,3418.0,20162.0,1313028988.99,523.0,1126.349166666667,1841.0,3968.771111111111,3558.0,7866.080833333333,3563.0,7867.068333333334,,0.0,217176298.1899998,420193181.5299994,675659509.2700002,2022-08,,,,Oui,8725.0,40.0,7.0,40.937862,0.0,1288.0,162.0,1.0,524.0,1494.0,179.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,37.0,Illimité,,,,,,,Banque Privée,0.0,0.0,0.0,19.0,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Illimité,0.0,0.0,0.0,0.0,Aucun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,13.0,33.0,,,,,,1313028988.9899993,BANQUE DEGROOF PETERCAM FRANCE S.A,1 à 10,STRATEGIC MARKET,8725.0,Aïcha CHOUKRI,Actif,2021-07,0015800000AXMfA,,,,BANQUE DEGROOF PETERCAM FRANCE S.A / CT0013258,10.817506193228736,43.70977179637215,2.153631293817719,22.0,38.0,1.3473076156299846,0.6255980861244019,3.171234537957797,0.1782296650717703,0.0860774119006354,3.9210526315789473,758537.833038706,127.47368421052632,0.0227272727272727,0.2658959537572254,33.89473684210526,1288.0,0.3309751434034417,1.974581166955517,5.89877121123464,0.7440785673021375,137.6315789473684,0.0,,,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,Utilise O2S,0,,,Pas de groupement défini,Pas de groupement défini
20421,CT0013258,DEGROOF PETERCAM WEALTH MANAGEMENT,3217.0,1732.0,4949.0,385.0,0.0,385.0,3602.0,1732.0,5334.0,Illimité,,,89.71463423222303,3435.0,19826.0,1258677761.760004,641.0,1186.048611111111,1709.0,3654.741666666667,3595.0,7586.581111111111,3867.0,8171.661388888889,,0.0,212480661.3100002,401079813.0199999,645117287.43,2022-09,,,,Oui,8725.0,18.0,13.0,42.577758,0.0,1288.0,182.0,1.0,497.0,1501.0,181.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,34.0,Illimité,,,,,,,Banque Privée,0.0,0.0,0.0,12.0,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Illimité,0.0,0.0,0.0,0.0,Aucun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0,23.0,22.0,0.0,120.0,39.0,22.0,1.0,1258677761.7600002,BANQUE DEGROOF PETERCAM FRANCE S.A,1 à 10,STRATEGIC MARKET,8725.0,Aïcha CHOUKRI,Actif,2021-07,0015800000AXMfA,,,,BANQUE DEGROOF PETERCAM FRANCE S.A / CT0013258,10.04243281471004,43.69723435225619,1.8503098457271625,22.0,35.0,1.5403228715728716,0.8324675324675325,4.219881500987492,0.2064935064935065,0.0918013856812933,4.542857142857143,726719.2619861455,141.4,0.0155844155844155,0.2602545968882602,36.8,1288.0,0.3247094113235845,1.983256351039261,5.771761280931587,0.74364896073903,152.4,0.0,,,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,Utilise O2S,0,,,Pas de groupement défini,Pas de groupement défini
20422,CT0013258,DEGROOF PETERCAM WEALTH MANAGEMENT,3229.0,1736.0,4965.0,392.0,0.0,392.0,3621.0,1736.0,5357.0,Illimité,,,89.93660515360534,3445.0,19807.0,1255421531.179999,572.0,1281.859444444445,1722.0,3569.946388888889,3487.0,7342.406388888889,4439.0,9453.520833333334,,0.0,213547112.4400002,397625481.7500005,644248936.9899995,2022-10,,,,Oui,8725.0,19.0,10.0,42.601105,0.0,1289.0,218.0,1.0,338.0,1506.0,184.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,34.0,Illimité,,,,,,,Banque Privée,0.0,0.0,0.0,10.0,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Illimité,0.0,0.0,0.0,0.0,Aucun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,33.0,39.0,0.0,145.0,40.0,32.0,1.0,1255421531.1800003,BANQUE DEGROOF PETERCAM FRANCE S.A,1 à 10,STRATEGIC MARKET,8725.0,Aïcha CHOUKRI,Actif,2021-07,0015800000AXMfA,,,,BANQUE DEGROOF PETERCAM FRANCE S.A / CT0013258,6.807653575025176,43.7155297532656,2.241013014763016,21.0,35.0,1.744026455026456,0.7782312925170067,3.7656352863726137,0.2517006802721088,0.1065668202764976,5.285714285714286,723169.0847811055,141.85714285714286,0.0136054421768707,0.2596173212487412,36.82857142857143,1289.0,0.3240619749859996,1.984447004608295,5.749492017416546,0.7425115207373272,153.05714285714285,0.0,,,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,Utilise O2S,0,,,Pas de groupement défini,Pas de groupement défini
20423,CT0013258,DEGROOF PETERCAM WEALTH MANAGEMENT,3204.0,1765.0,4969.0,393.0,2.0,395.0,3597.0,1767.0,5364.0,Illimité,,,90.153654490598,3517.0,19830.0,1287035786.81,666.0,1729.6377777778,1948.0,4499.4883333333,3594.0,8100.7047222222,5105.0,11407.466388889,,0.0,210478896.03,408614357.13,667942533.65,2022-11,,,,Oui,8725.0,40.0,15.0,42.665564,0.0,1298.0,241.0,1.0,335.0,1516.0,196.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,36.0,Illimité,,,,,,,Banque Privée,0.0,0.0,0.0,16.0,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Illimité,0.0,0.0,0.0,0.0,Aucun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0,37.0,28.0,0.0,154.0,50.0,36.0,1.0,1287035786.81,BANQUE DEGROOF PETERCAM FRANCE S.A,1 à 10,STRATEGIC MARKET,8725.0,Aïcha CHOUKRI,Actif,2021-07,0015800000AXMfA,,,,BANQUE DEGROOF PETERCAM FRANCE S.A / CT0013258,6.739086702876684,43.10491896502701,2.597053720387087,20.0,37.0,2.337348348348378,0.8999999999999999,4.147465437788019,0.2756756756756756,0.1154499151103565,5.513513513513513,728373.3937804188,134.2972972972973,0.0216216216216216,0.2612195612799356,35.08108108108108,1298.0,0.3294183445190156,1.990379173740804,5.6383281205572935,0.7345783814374647,144.97297297297297,0.0,,,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,Utilise O2S,0,,,Pas de groupement défini,Pas de groupement défini
20424,CT0013258,DEGROOF PETERCAM WEALTH MANAGEMENT,3201.0,1766.0,4967.0,394.0,2.0,396.0,3595.0,1768.0,5363.0,Illimité,,,90.69500240311,3525.0,19951.0,1287199100.9,823.0,960.53388888889,2040.0,3044.7577777778,3477.0,5224.4625,5360.0,7957.9066666667,,0.0,210088883.22,396967631.89,680142585.79,2022-12,,,,Oui,8725.0,78.0,4.0,42.696844,0.0,1302.0,277.0,1.0,336.0,1524.0,196.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,29.0,Illimité,,,,,,,Banque Privée,0.0,0.0,0.0,37.0,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Illimité,0.0,0.0,0.0,0.0,Aucun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.0,45.0,50.0,0.0,184.0,48.0,44.0,1.0,1287199100.9,BANQUE DEGROOF PETERCAM FRANCE S.A,1 à 10,STRATEGIC MARKET,8725.0,Aïcha CHOUKRI,Actif,2021-07,0015800000AXMfA,,,,BANQUE DEGROOF PETERCAM FRANCE S.A / CT0013258,6.761923928355806,43.234042553191486,1.1671128662076429,22.0,30.0,1.4553543771043789,1.2469696969696968,6.321044546850999,0.3515151515151515,0.1312217194570135,7.733333333333333,728053.79010181,165.56666666666666,0.056060606060606,0.2621300583853432,43.4,1302.0,0.3296662315867984,1.9937782805429864,5.659858156028369,0.7364253393665159,178.76666666666668,0.0,,,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,Utilise O2S,0,,,Pas de groupement défini,Pas de groupement défini
20425,CT0013258,DEGROOF PETERCAM WEALTH MANAGEMENT,3200.0,1770.0,4970.0,392.0,2.0,394.0,3592.0,1772.0,5364.0,Illimité,,,91.224041396752,3534.0,19933.0,1316574689.87,1234.0,754.05361111111,2727.0,2852.4419444444,4286.0,5304.65,6594.0,8711.9602777778,,0.0,209775774.21,399362367.71,707436547.95,2023-01,,,,Oui,8725.0,49.0,8.0,42.746209,0.0,1308.0,301.0,1.0,312.0,1531.0,197.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,29.0,Illimité,,,,,,,Banque Privée,0.0,0.0,0.0,21.0,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Illimité,0.0,0.0,0.0,0.0,Aucun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,46.0,36.0,0.0,205.0,50.0,46.0,0.0,1316574689.87,BANQUE DEGROOF PETERCAM FRANCE S.A,1 à 10,STRATEGIC MARKET,8725.0,Aïcha CHOUKRI,Actif,2021-07,0015800000AXMfA,,,,BANQUE DEGROOF PETERCAM FRANCE S.A / CT0013258,6.275140788415125,43.32201471420486,0.6110645146767504,22.0,30.0,1.1425054713804697,1.8696969696969696,9.477726574500767,0.3863636363636364,0.1439051918735891,8.5,742987.9739672686,165.66666666666666,0.0318181818181818,0.2631790744466801,43.6,1308.0,0.3303504847129008,1.994356659142212,5.640350877192983,0.7381489841986456,178.8,0.0,,,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,Utilise O2S,0,0.0,Reste,Pas de groupement défini,Pas de groupement défini
20426,CT0013258,DEGROOF PETERCAM WEALTH MANAGEMENT,3199.0,1772.0,4971.0,395.0,2.0,397.0,3594.0,1774.0,5368.0,Illimité,,,91.601864795201,3543.0,19789.0,1312101709.17,1138.0,681.48722222222,3298.0,2617.5038888889,5055.0,5471.3277777778,7732.0,9393.4475,,0.0,213680526.42,404683010.06,693738172.69,2023-02,,,,Oui,8725.0,53.0,12.0,42.784552,0.0,1310.0,353.0,1.0,299.0,1557.0,199.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,29.0,Illimité,,,,,,,Banque Privée,0.0,0.0,0.0,24.0,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Illimité,0.0,0.0,0.0,0.0,Aucun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282.0,71.0,74.0,0.0,222.0,60.0,71.0,0.0,1312101709.17,BANQUE DEGROOF PETERCAM FRANCE S.A,1 à 10,STRATEGIC MARKET,8725.0,Aïcha CHOUKRI,Actif,2021-07,0015800000AXMfA,,,,BANQUE DEGROOF PETERCAM FRANCE S.A / CT0013258,6.012467323547154,43.94580863674852,0.5988464167154833,20.0,30.0,1.1358120370370337,1.8966666666666667,8.740399385560675,0.47,0.1589627959413754,9.4,739628.9228692221,165.7,0.04,0.2635284650975659,43.66666666666666,1310.0,0.3304769001490313,1.9971815107102595,5.585379621789444,0.7384441939120632,178.93333333333334,0.0,,,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,Utilise O2S,0,0.0,Reste,Pas de groupement défini,Pas de groupement défini
20475,CR1606294,BANQUE DELUBAC ET CIE,4073.0,3211.0,7284.0,25.0,1.0,26.0,4098.0,3212.0,7310.0,Illimité,,,2.023285168223083,4608.0,11518.0,290208707.6000004,378.0,370.9869444444444,1043.0,1152.028333333333,1833.0,2721.121944444445,3726.0,5677.635833333334,,0.0,29830919.50000002,61092421.28000002,199285366.8200003,2021-01,,,,Non,10100.0,1.0,0.0,21.561714,0.0,238.0,4.0,0.0,89.0,4273.0,85.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,40.0,Illimité,,,,,,,Banque Privée,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Illimité,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,,,,,,290208707.6000003,BANQUE DELUBAC ET CIE,100 à 2000,STRATEGIC MARKET,10100.0,Jérôme AVRIL,Actif,2016-04,0015800000AXNBp,,,,BANQUE DELUBAC ET CIE / CR1606294,1.2216884008236102,92.7300347222222,0.9814469429747208,20.0,41.0,0.4524231029810298,0.4609756097560975,2.124311565696302,,,,90351.40336239115,177.65853658536585,0.0,0.0326743547501372,5.804878048780488,238.0,0.4393980848153215,1.4346201743462017,2.4995659722222223,0.0740971357409713,178.29268292682926,0.0,,,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,Utilise O2S,0,,,Pas de groupement défini,Pas de groupement défini
